TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,VWC_5cm_Avg,Ka_5cm_Avg,T_5cm_Avg,BulkEC_5cm_Avg,VWC_10cm_Avg,Ka_10cm_Avg,T_10cm_Avg,BulkEC_10cm_Avg,VWC_20cm_Avg,Ka_20cm_Avg,T_20cm_Avg,BulkEC_20cm_Avg,VWC_30cm_Avg,Ka_30cm_Avg,T_30cm_Avg,BulkEC_30cm_Avg,VWC_40cm_Avg,Ka_40cm_Avg,T_40cm_Avg,BulkEC_40cm_Avg,VWC_50cm_Avg,Ka_50cm_Avg,T_50cm_Avg,BulkEC_50cm_Avg,Temp_C_Avg,SlrFD_W_Avg,Rain_mm_Tot,Strikes_Tot,Dist_km_Avg,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,MaxWS_ms_Avg,AirT_C_Avg,VP_mbar_Avg,BP_mbar_Avg,RH,RHT_C
2023-03-31 00:01:00,9767.0,13.61,23.2,,,,,,,,,,,,,,,,,,,,,,,,,22.18,,,,,,0.0,0.0,,,,,,
2023-03-31 00:02:00,9768.0,13.65,23.21,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,0.0,0.0,,,,,,
2023-03-31 00:03:00,9769.0,13.64,23.19,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,0.0,0.0,,,,,,
2023-03-31 00:04:00,9770.0,13.64,23.2,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,,,0.0,0.0,,,,,,
2023-03-31 00:05:00,9771.0,13.65,23.19,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,,,0.0,0.0,,,,,,
2023-03-31 00:06:00,9772.0,13.65,23.2,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,,,0.0,0.0,,,,,,
2023-03-31 00:07:00,9773.0,13.61,23.18,,,,,,,,,,,,,,,,,,,,,,,,,22.18,,,,,,0.0,0.0,,,,,,
2023-03-31 00:08:00,9774.0,13.64,23.18,,,,,,,,,,,,,,,,,,,,,,,,,22.18,,,,,,0.0,0.0,,,,,,
2023-03-31 00:09:00,9775.0,13.67,23.19,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,0.0,0.0,,,,,,
2023-03-31 00:10:00,9776.0,13.64,23.19,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,,,0.0,0.0,,,,,,
2023-03-31 00:11:00,9777.0,13.68,23.18,,,,,,,,,,,,,,,,,,,,,,,,,22.18,,,,,,0.0,0.0,,,,,,
2023-03-31 00:12:00,9778.0,13.65,23.17,,,,,,,,,,,,,,,,,,,,,,,,,22.17,,,,,,0.0,0.0,,,,,,
2023-03-31 00:13:00,9779.0,13.6,23.16,,,,,,,,,,,,,,,,,,,,,,,,,22.18,,,,,,0.0,0.0,,,,,,
2023-03-31 00:14:00,9780.0,13.64,23.16,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,,,0.0,0.0,,,,,,
2023-03-31 00:15:00,9781.0,13.61,23.17,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,,,0.0,0.0,,,,,,
2023-03-31 00:16:00,9782.0,13.64,23.16,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,,,0.0,0.0,,,,,,
2023-03-31 00:17:00,9783.0,13.7,23.15,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,0.0,0.0,,,,,,
2023-03-31 00:18:00,9784.0,13.65,23.16,,,,,,,,,,,,,,,,,,,,,,,,,22.21,,,,,,0.0,0.0,,,,,,
2023-03-31 00:19:00,9785.0,13.63,23.15,,,,,,,,,,,,,,,,,,,,,,,,,22.21,,,,,,0.0,0.0,,,,,,
2023-03-31 00:20:00,9786.0,13.66,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.23,,,,,,0.0,0.0,,,,,,
2023-03-31 00:21:00,9787.0,13.7,23.15,,,,,,,,,,,,,,,,,,,,,,,,,22.22,,,,,,0.0,0.0,,,,,,
2023-03-31 00:22:00,9788.0,13.64,23.15,,,,,,,,,,,,,,,,,,,,,,,,,22.22,,,,,,0.0,0.0,,,,,,
2023-03-31 00:23:00,9789.0,13.67,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.21,,,,,,0.0,0.0,,,,,,
2023-03-31 00:24:00,9790.0,13.68,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,,,0.0,0.0,,,,,,
2023-03-31 00:25:00,9791.0,13.7,23.15,,,,,,,,,,,,,,,,,,,,,,,,,22.21,,,,,,0.0,0.0,,,,,,
2023-03-31 00:26:00,9792.0,13.64,23.15,,,,,,,,,,,,,,,,,,,,,,,,,22.23,,,,,,0.0,0.0,,,,,,
2023-03-31 00:27:00,9793.0,13.68,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.24,,,,,,0.0,0.0,,,,,,
2023-03-31 00:28:00,9794.0,13.64,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,0.0,0.0,,,,,,
2023-03-31 00:29:00,9795.0,13.69,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.17,,,,,,0.0,0.0,,,,,,
2023-03-31 00:30:00,9796.0,13.65,23.15,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,0.0,0.0,,,,,,
2023-03-31 00:31:00,9797.0,13.6,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.18,,,,,,0.0,0.0,,,,,,
2023-03-31 00:32:00,9798.0,13.65,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,,,0.0,0.0,,,,,,
2023-03-31 00:33:00,9799.0,13.6,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.21,,,,,,0.0,0.0,,,,,,
2023-03-31 00:34:00,9800.0,13.68,23.14,,,,,,,,,,,,,,,,,,,,,,,,,22.18,,,,,,0.0,0.0,,,,,,
2023-03-31 00:35:00,9801.0,13.68,23.13,,,,,,,,,,,,,,,,,,,,,,,,,22.17,,,,,,0.0,0.0,,,,,,
2023-03-31 00:36:00,9802.0,13.64,23.13,,,,,,,,,,,,,,,,,,,,,,,,,22.21,,,,,,0.0,0.0,,,,,,
