TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,VWC_5cm_Avg,Ka_5cm_Avg,T_5cm_Avg,BulkEC_5cm_Avg,VWC_10cm_Avg,Ka_10cm_Avg,T_10cm_Avg,BulkEC_10cm_Avg,VWC_20cm_Avg,Ka_20cm_Avg,T_20cm_Avg,BulkEC_20cm_Avg,VWC_30cm_Avg,Ka_30cm_Avg,T_30cm_Avg,BulkEC_30cm_Avg,VWC_40cm_Avg,Ka_40cm_Avg,T_40cm_Avg,BulkEC_40cm_Avg,VWC_50cm_Avg,Ka_50cm_Avg,T_50cm_Avg,BulkEC_50cm_Avg,Temp_C_Avg,SlrFD_W_Avg,Rain_mm_Tot,Strikes_Tot,Dist_km_Avg,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,MaxWS_ms_Avg,AirT_C_Avg,VP_mbar_Avg,BP_mbar_Avg,RH,RHT_C
2023-04-05 00:00:00,16816.0,13.64,24.22,,,,,,,,,,,,,,,,,,,,,,,,,23.33,,,,,,0.0,0.0,,,,,,
2023-04-05 00:01:00,16817.0,13.65,24.22,,,,,,,,,,,,,,,,,,,,,,,,,23.26,,,,,,0.0,0.0,,,,,,
2023-04-05 00:02:00,16818.0,13.66,24.22,,,,,,,,,,,,,,,,,,,,,,,,,23.28,,,,,,0.0,0.0,,,,,,
2023-04-05 00:03:00,16819.0,13.64,24.21,,,,,,,,,,,,,,,,,,,,,,,,,23.35,,,,,,0.0,0.0,,,,,,
2023-04-05 00:04:00,16820.0,13.66,24.21,,,,,,,,,,,,,,,,,,,,,,,,,23.42,,,,,,0.0,0.0,,,,,,
2023-04-05 00:05:00,16821.0,13.64,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.41,,,,,,0.0,0.0,,,,,,
2023-04-05 00:06:00,16822.0,13.59,24.21,,,,,,,,,,,,,,,,,,,,,,,,,23.46,,,,,,0.0,0.0,,,,,,
2023-04-05 00:07:00,16823.0,13.61,24.2,,,,,,,,,,,,,,,,,,,,,,,,,23.45,,,,,,0.0,0.0,,,,,,
2023-04-05 00:08:00,16824.0,13.58,24.21,,,,,,,,,,,,,,,,,,,,,,,,,23.46,,,,,,0.0,0.0,,,,,,
2023-04-05 00:09:00,16825.0,13.61,24.2,,,,,,,,,,,,,,,,,,,,,,,,,23.47,,,,,,0.0,0.0,,,,,,
2023-04-05 00:10:00,16826.0,13.63,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.42,,,,,,0.0,0.0,,,,,,
2023-04-05 00:11:00,16827.0,13.59,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.43,,,,,,0.0,0.0,,,,,,
2023-04-05 00:12:00,16828.0,13.67,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.44,,,,,,0.0,0.0,,,,,,
2023-04-05 00:13:00,16829.0,13.64,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.27,,,,,,0.0,0.0,,,,,,
2023-04-05 00:14:00,16830.0,13.67,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.35,,,,,,0.0,0.0,,,,,,
2023-04-05 00:15:00,16831.0,13.62,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.42,,,,,,0.0,0.0,,,,,,
2023-04-05 00:16:00,16832.0,13.71,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.46,,,,,,0.0,0.0,,,,,,
2023-04-05 00:17:00,16833.0,13.67,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.37,,,,,,0.0,0.0,,,,,,
2023-04-05 00:18:00,16834.0,13.61,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.42,,,,,,0.0,0.0,,,,,,
2023-04-05 00:19:00,16835.0,13.64,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.55,,,,,,0.0,0.0,,,,,,
2023-04-05 00:20:00,16836.0,13.64,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.42,,,,,,0.0,0.0,,,,,,
2023-04-05 00:21:00,16837.0,13.64,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.32,,,,,,0.0,0.0,,,,,,
2023-04-05 00:22:00,16838.0,13.67,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.26,,,,,,0.0,0.0,,,,,,
2023-04-05 00:23:00,16839.0,13.64,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.26,,,,,,0.0,0.0,,,,,,
2023-04-05 00:24:00,16840.0,13.61,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.49,,,,,,0.0,0.0,,,,,,
2023-04-05 00:25:00,16841.0,13.61,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.47,,,,,,0.0,0.0,,,,,,
2023-04-05 00:26:00,16842.0,13.64,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.33,,,,,,0.0,0.0,,,,,,
2023-04-05 00:27:00,16843.0,13.63,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.36,,,,,,0.0,0.0,,,,,,
2023-04-05 00:28:00,16844.0,13.65,24.15,,,,,,,,,,,,,,,,,,,,,,,,,23.44,,,,,,0.0,0.0,,,,,,
2023-04-05 00:29:00,16845.0,13.62,24.15,,,,,,,,,,,,,,,,,,,,,,,,,23.39,,,,,,0.0,0.0,,,,,,
2023-04-05 00:30:00,16846.0,13.63,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.43,,,,,,0.0,0.0,,,,,,
2023-04-05 00:31:00,16847.0,13.61,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.43,,,,,,0.0,0.0,,,,,,
2023-04-05 00:32:00,16848.0,13.58,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.44,,,,,,0.0,0.0,,,,,,
2023-04-05 00:33:00,16849.0,13.61,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.48,,,,,,0.0,0.0,,,,,,
2023-04-05 00:34:00,16850.0,13.57,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.36,,,,,,0.0,0.0,,,,,,
2023-04-05 00:35:00,16851.0,13.61,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.35,,,,,,0.0,0.0,,,,,,
2023-04-05 00:36:00,16852.0,13.61,24.15,,,,,,,,,,,,,,,,,,,,,,,,,23.36,,,,,,0.0,0.0,,,,,,
2023-04-05 00:37:00,16853.0,13.62,24.15,,,,,,,,,,,,,,,,,,,,,,,,,23.42,,,,,,0.0,0.0,,,,,,
2023-04-05 00:38:00,16854.0,13.62,24.15,,,,,,,,,,,,,,,,,,,,,,,,,23.38,,,,,,0.0,0.0,,,,,,
2023-04-05 00:39:00,16855.0,13.64,24.15,,,,,,,,,,,,,,,,,,,,,,,,,23.36,,,,,,0.0,0.0,,,,,,
2023-04-05 00:40:00,16856.0,13.63,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.39,,,,,,0.0,0.0,,,,,,
2023-04-05 00:41:00,16857.0,13.61,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.45,,,,,,0.0,0.0,,,,,,
2023-04-05 00:42:00,16858.0,13.61,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.38,,,,,,0.0,0.0,,,,,,
2023-04-05 00:43:00,16859.0,13.61,24.15,,,,,,,,,,,,,,,,,,,,,,,,,23.43,,,,,,0.0,0.0,,,,,,
2023-04-05 00:44:00,16860.0,13.61,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.53,,,,,,0.0,0.0,,,,,,
2023-04-05 00:45:00,16861.0,13.62,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.41,,,,,,0.0,0.0,,,,,,
2023-04-05 00:46:00,16862.0,13.62,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.44,,,,,,0.0,0.0,,,,,,
2023-04-05 00:47:00,16863.0,13.61,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.41,,,,,,0.0,0.0,,,,,,
2023-04-05 00:48:00,16864.0,13.6,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.57,,,,,,0.0,0.0,,,,,,
2023-04-05 00:49:00,16865.0,13.61,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.46,,,,,,0.0,0.0,,,,,,
2023-04-05 00:50:00,16866.0,13.57,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.44,,,,,,0.0,0.0,,,,,,
2023-04-05 00:51:00,16867.0,13.61,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.43,,,,,,0.0,0.0,,,,,,
2023-04-05 00:52:00,16868.0,13.64,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.48,,,,,,0.0,0.0,,,,,,
2023-04-05 00:53:00,16869.0,13.64,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.43,,,,,,0.0,0.0,,,,,,
2023-04-05 00:54:00,16870.0,13.61,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.42,,,,,,0.0,0.0,,,,,,
2023-04-05 00:55:00,16871.0,13.64,24.16,,,,,,,,,,,,,,,,,,,,,,,,,23.39,,,,,,0.0,0.0,,,,,,
2023-04-05 00:56:00,16872.0,13.64,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.39,,,,,,0.0,0.0,,,,,,
2023-04-05 00:57:00,16873.0,13.61,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.42,,,,,,0.0,0.0,,,,,,
2023-04-05 00:58:00,16874.0,13.64,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.37,,,,,,0.0,0.0,,,,,,
2023-04-05 00:59:00,16875.0,13.63,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,,0.0,0.0,,,,,,
2023-04-05 01:00:00,16876.0,13.61,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,,0.0,0.0,,,,,,
2023-04-05 01:01:00,16877.0,13.64,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.44,,,,,,0.0,0.0,,,,,,
2023-04-05 01:02:00,16878.0,13.59,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.38,,,,,,0.0,0.0,,,,,,
2023-04-05 01:04:00,16880.0,13.61,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.41,,,,,,0.0,0.0,,,,,,
2023-04-05 01:05:00,16881.0,13.64,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.35,,,,,,0.0,0.0,,,,,,
2023-04-05 01:06:00,16882.0,13.6,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.42,,,,,,0.0,0.0,,,,,,
2023-04-05 01:07:00,16883.0,13.61,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.39,,,,,,0.0,0.0,,,,,,
