TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,VWC_5cm_Avg,Ka_5cm_Avg,T_5cm_Avg,BulkEC_5cm_Avg,VWC_10cm_Avg,Ka_10cm_Avg,T_10cm_Avg,BulkEC_10cm_Avg,VWC_20cm_Avg,Ka_20cm_Avg,T_20cm_Avg,BulkEC_20cm_Avg,VWC_30cm_Avg,Ka_30cm_Avg,T_30cm_Avg,BulkEC_30cm_Avg,VWC_40cm_Avg,Ka_40cm_Avg,T_40cm_Avg,BulkEC_40cm_Avg,VWC_50cm_Avg,Ka_50cm_Avg,T_50cm_Avg,BulkEC_50cm_Avg,Temp_C_Avg,SlrFD_W_Avg,Rain_mm_Tot,Strikes_Tot,Dist_km_Avg,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,MaxWS_ms_Avg,AirT_C_Avg,VP_mbar_Avg,BP_mbar_Avg,RH,RHT_C
2023-04-01 00:01:00,11064.0,13.6,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.22,,,,,,0.0,0.0,,,,,,
2023-04-01 00:02:00,11065.0,13.68,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.24,,,,,,0.0,0.0,,,,,,
2023-04-01 00:03:00,11066.0,13.64,24.17,,,,,,,,,,,,,,,,,,,,,,,,,23.21,,,,,,0.0,0.0,,,,,,
2023-04-01 00:04:00,11067.0,13.65,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,0.0,0.0,,,,,,
2023-04-01 00:05:00,11068.0,13.65,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.2,,,,,,0.0,0.0,,,,,,
2023-04-01 00:06:00,11069.0,13.6,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.21,,,,,,0.0,0.0,,,,,,
2023-04-01 00:07:00,11070.0,13.61,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.24,,,,,,0.0,0.0,,,,,,
2023-04-01 00:08:00,11071.0,13.61,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.22,,,,,,0.0,0.0,,,,,,
2023-04-01 00:09:00,11072.0,13.61,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.21,,,,,,0.0,0.0,,,,,,
2023-04-01 00:10:00,11073.0,13.67,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.2,,,,,,0.0,0.0,,,,,,
2023-04-01 00:11:00,11074.0,13.65,24.19,,,,,,,,,,,,,,,,,,,,,,,,,23.19,,,,,,0.0,0.0,,,,,,
2023-04-01 00:12:00,11075.0,13.67,24.18,,,,,,,,,,,,,,,,,,,,,,,,,23.18,,,,,,0.0,0.0,,,,,,
